Referencia;Descripcion;PVP;NETOS;NETOS_GRANDE_CUENTAS;CANTIDAD;PRECIO_ESTANDAR;CONDICIONES_NETO;CONDICION_NETO_GC;PRECIO_GRUPO1;PRECIO_GRUPO3;PRECIO_CECOFERSA
0232P;Cartel PVC 21X29 PROHIBIDO PASAR SIN CASCO;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
233;Cartel PVC 40x30 Proh. Fumar y encender fuego;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0233P;Cartel PVC 21X29 PROHIBIDO FUMAR Y ENCENDER;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
234;Cartel PVC 40x30 Proh. Apagar con agua;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0234P;Cartel PVC 21x29 PROHIBIDO APAGAR CON AGUA;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
235;Cartel PVC 40x30 Proh.a los vehculos manutención;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0235P;Cartel PVC 21x29 PROHIBIDO A LOS VEHICULOS DE;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
236;Cartel PVC 40x30 Materias Explosivas;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0236P;Cartel PVC 21x29 MATERIAS EXPLOSIVAS;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
237;Cartel PVC 40x30 Proh. uso personas;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0237P;Cartel PVC 21x29 PROHIBIDO EL USO A PERSONAS;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
238;Cartel PVC 40x30 Atencion puesta Tierra;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0238P;Cartel PVC 21x29 ATENCION PUESTA A TIERRA;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
239;Cartel PVC Espacio confinado 40x30 cm;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0239P;Cartel PVC Espacio Confinado 21x29 cm;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
240;Cartel PVC 40x30 Maquin.pesada en movim;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0240P;Cartel PVC 21X29 MAQUINARIA PESADA EN MOVIMIENTO;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
241;Cartel PVC 40x30 Fluor ( Se Alquila ) c/ojales;7,4;3,2;3,2;1;3,7;Neto: 003 € (a partir de 1 uds.);Neto G.C.: 003 € (a partir de 1 uds.);3,552;3,7;3,552
242;Cartel PVC 40X30 Fluor ( Se Vende ) c/ojales;7,4;3,2;3,2;1;3,7;Neto: 003 € (a partir de 1 uds.);Neto G.C.: 003 € (a partir de 1 uds.);3,552;3,7;3,552
243;Cartel PVC 21x29 Fotolum. Hidrante;5,2;2,1;2,1;1;2,6;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,496;2,6;2,496
0243A;Cartel PVC 21x30 Fotolum. Hidrante;5,04;2,1;2,1;1;2,52;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,4192;2,52;2,4192
0243B;Cartel PVC 40x30 Fotolum. Hidrante;6,2;3,2;3,2;1;3,1;Neto: 003 € (a partir de 1 uds.);Neto G.C.: 003 € (a partir de 1 uds.);2,976;3,1;2,976
244;Cartel PVC de 1x0.70 Combinado;11,8;5,5;5,5;50;5,9;Neto: 006 € (a partir de 50 uds.);Neto G.C.: 006 € (a partir de 50 uds.);5,664;5,9;5,664
247;Cartel PVC 40x30 (Salida Camiones);4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0247P;Cartel PVC 21x29 SALIDA DE CAMIONES;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
248;Cartel PVC 40x30 (Prohibido Aparcar);4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0248P;Cartel PVC 21x29 PROHIBIDO APARCAR;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
249;Cartel PVC 40x30 STOP;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0249P;Cartel PVC 21x29 STOP;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
250;Cartel PVC 40x30 (Peligro Indefinido);4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0250P;Cartel PVC 21x29 PELIGRO;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
251;Cartel PVC 40x30 (Vado Permanente);4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0251P;Cartel PVC 21x29 VADO PERMANENTE;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
252;Cartel PVC 40x30 (Riesgo Atrapamiento);4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0252P;Cartel PVC 21x29 ATENCION RIESGO DE ATRAPAMIENTO;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
253;Cartel PVC 40x30 (Proh. paso empresa);4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0253P;Cartel PVC 21x29 PROHIBIDO PASO PERSONA AJENA;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
255;Cartel PVC 40x30 (Temperatura elevada);4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0255P;Cartel PVC 21x29 TEMPERATURA ELEVADA;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
256;Cartel PVC 40x30 Fotolum. Botiquin;6,7;3,2;1,75;1;3,35;Neto: 003 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);3,216;3,35;3,216
257;Cartel PVC 40x30 (Riesgo desprendimiento);4,96;1,8;1,8;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0257P;Cartel PVC 21x29 RIESGO DESPRENDIMIENTOS;3,2;1,2;1,75;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);1,536;1,6;1,536
0258A;Cartel PVC 21x30 Fotolum. Pulsador de Alarma;5,04;2,1;2,1;1;2,52;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,4192;2,52;2,4192
0258B;Cartel PVC 40x30 Fotolum. Pulsador de Alarma;6,2;3,2;3,2;1;3,1;Neto: 003 € (a partir de 1 uds.);Neto G.C.: 003 € (a partir de 1 uds.);2,976;3,1;2,976
259;Cartel PVC 40x30 Prohib. depositar materiales;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0259P;Cartel PVC 21x29 PROHIBIDO DEPOSITAR MATERIALES;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
260;Cartel PVC 40x30 Caida de Objetos;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0260P;Cartel PVC 21x29 PELIGRO CAIDA DE OBJETOS;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
261;Cartel PVC 40x30 Fotolum. Aseos Mujeres;6,7;3,2;3,2;1;3,35;Neto: 003 € (a partir de 1 uds.);Neto G.C.: 003 € (a partir de 1 uds.);3,216;3,35;3,216
262;Cartel PVC 40x30 Fotolum. Aseos hombres;6,7;3,2;3,2;1;3,35;Neto: 003 € (a partir de 1 uds.);Neto G.C.: 003 € (a partir de 1 uds.);3,216;3,35;3,216
263;Cartel PVC 40x30 Fotolum.Aseos Mixtos;6,7;3,2;3,2;1;3,35;Neto: 003 € (a partir de 1 uds.);Neto G.C.: 003 € (a partir de 1 uds.);3,216;3,35;3,216
264;Cartel PVC 40X30 Fotolum. Salida de Emergencia;6,7;3,2;3,2;1;3,35;Neto: 003 € (a partir de 1 uds.);Neto G.C.: 003 € (a partir de 1 uds.);3,216;3,35;3,216
265;Cartel PVC 40x30 Perro Peligroso;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0265P;Cartel PVC 21x29 PERRO PELIGROSO;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
266;Cartel PVC 40x30 Peligro zona minera;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0266P;Cartel PVC 21x29 PELIGRO ZONA MINERA;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
267;Cartel PVC 40x30 Vehiculo Pesado;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0267P;Cartel PVC 21x29 VEHICULO PESADO;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
268;Cartel PVC 40x30 Peligro Expulsion de Material;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0268P;Cartel PVC 21x29 PELIGRO EXPUL.MATERIAL;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
269;Cartel PVC 40x30 Atencion Mecanismo Accionado a distancia;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0269P;Cartel PVC 21x29 ATENCION MECANISMO ACCION.;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
270;Cartel PVC 40x30 Atencion Grua Accionada a distan.;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0270P;Cartel PVC 21x29 ATENCION GRUA ACCIONADA A;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
271;Cartel PVC 40x30 EX 40x30 cm;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0271P;Cartel PVC 21x29 EX 21x29 cm;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
272;Cartel PVC 40x30 Peligro Voladuras;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0272P;Cartel PVC 21x29 PELIGRO VOLADURA;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
273;Cartel PVC 40x30 Prohib. Manipular valvula;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0273P;Cartel PVC 21x29 PROHIBIDO MANIPULAR LA VALVULA;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
274;Cartel PVC 40x30 Prohibido Engrasar en funcionamiento;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0274P;Cartel PVC 21x29 PROHIBIDO ENGRASAR O REPARAR;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
275;Cartel PVC 40x30 Prohib. efectuar reparaciones pers. no;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0275P;Cartel PVC 21x29 PROHIBIDO REPARACIONES PERSONAL;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
276;Cartel PVC 40x30 Prohib. Manipular maquina en;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0276P;Cartel PVC 21x29 PROHIBIDO MANIPULAR LA MAQUINA EN;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
277;Cartel PVC 40x30 Area de Ruido Peligroso;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0277P;Cartel PVC 21x29 ATENCION AREA RUIDO PELIGROSO;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
278;Cartel PVC 40x30 Prohib. la entrada con perros;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0278P;Cartel PVC 21x29 PROHIBIDO LA ENTRADA CON PERROS;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
279;Cartel PVC 40x30 Prohibido arrojar objetos;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0279P;Cartel PVC 21x29 PROHIBIDO ARROJAR OBJETOS AL;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
280;Cartel PVC 40x30 Alto No Pasar;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0280P;Cartel PVC 21x29 ALTO NO PASAR;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
281;Cartel PVC 40x30 Agua no Potable;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0281P;Cartel PVC 21x29 AGUA NO POTABLE;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
282;Cartel PVC 40x30 Prohibido El Paso;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0282P;Cartel PVC 21x29 PROHIBIDO EL PASO;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
283;Cartel PVC 40x30 Prohib. Transportar personas;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0283P;Cartel PVC 21x29 PROHIBIDO TRANSPORTAR PERSONAS;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
284;Cartel PVC 40x30 Prohib. Situarse debajo de la carga;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0284P;Cartel PVC 21x29 PROHIBIDO SITUARSE DEBAJO DE LA;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
285;Cartel PVC 40x30 No utilizar en caso de Emergencia;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0285P;Cartel PVC 21X29 NO UTILIZAR EN CASO DE EMERGENCIA;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
286;Cartel PVC 40x30 No utilizar Incendio;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0286P;Cartel PVC 21x29 NO UTILIZAR EN CASO DE INCENDIO;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
287;Cartel PVC 40x30 Atencion Altura Baja;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0287P;Cartel PVC 21x29 ATENCION ALTURA BAJA;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
288;Cartel PVC 40x30 Prohibido Accionar o maniobrar;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0288P;Cartel PVC 21x29 PROHIBIDO ACCIONAR O MANIOBRAR;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
289;Cartel PVC 40x30 Fotolum.Hacha contra Incendio;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0289A;Cartel PVC 32x16 Fotolum. No Exit;4,5;;;;2,25;Sin precio neto;Sin precio neto G.C.;2,16;2,25;2,16
0289B;Cartel PVC 64x32 Fotolum. No Exit;8,96;;;;4,48;Sin precio neto;Sin precio neto G.C.;4,3008;4,48;4,3008
0289C;Cartel PVC 96x48 Fotolum. No Exit;17,92;;;;8,96;Sin precio neto;Sin precio neto G.C.;8,6016;8,96;8,6016
290;Cartel PVC 40x30 Peligro Alta Tension;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0290P;Cartel PVC 21x29 PELIGRO ALTA TENSION;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
291;Cartel PVC 40x30 Peligro no maniobrar;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0291P;Cartel PVC 21x29 PELIGRO NO MANIOBRAR. SOLO;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
292;Cartel PVC 40x30 No Tocar;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0292P;Cartel PVC 21x29 NO TOCAR;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
293;Cartel PVC 40x30 Peligro Materias Radioactivas;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0293P;Cartel PVC 21x29 PELIGRO MATERIAS RADIOACTIVAS;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
294;Cartel PVC 40x30 Peligro Radiaciones Laser;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0294P;Cartel PVC 21x29 PELIGRO RADIACIONES LASER;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
295;Cartel PVC 40x30 Riesgo Biologico;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0295P;Cartel PVC 21x29 PELIGRO RIESGO BIOLOGICO;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
296;Cartel PVC 40x30 Fotolum. Cubo uso en incendio;6,7;1,8;1,75;1;3,35;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);3,216;3,35;3,216
0296A;Cartel PVC 32x16 Fotolum. Sin Salida;4,5;;;;2,25;Sin precio neto;Sin precio neto G.C.;2,16;2,25;2,16
0296B;Cartel PVC 64x32 Fotolum. Sin Salida;8,96;;;;4,48;Sin precio neto;Sin precio neto G.C.;4,3008;4,48;4,3008
0296C;Cartel PVC 96x48 Fotolum. Sin Salida;17,92;;;;8,96;Sin precio neto;Sin precio neto G.C.;8,6016;8,96;8,6016
297;Cartel PVC 40x30 Fotoum. Manguera contra Incendios;6,7;3,2;3,2;1;3,35;Neto: 003 € (a partir de 1 uds.);Neto G.C.: 003 € (a partir de 1 uds.);3,216;3,35;3,216
298;Cartel PVC 21x29 Fotolum. Escalera incendio;5,2;2,1;2,1;1;2,6;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,496;2,6;2,496
0298A;Cartel PVC 21x30 Fotolum. Escalera de incendios;5,04;2,1;2,1;1;2,52;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,4192;2,52;2,4192
0298B;Cartel PVC 40x30 Fotolum. Escalera de incendios;6,2;3,2;3,2;1;3,1;Neto: 003 € (a partir de 1 uds.);Neto G.C.: 003 € (a partir de 1 uds.);2,976;3,1;2,976
299;Cartel PVC 40x30 Uso Oblig. de Protec. Lumbar;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0299P;Cartel PVC 21x29 OBLIGATORIO LA PROTECCION LUMBAR;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
300;Cartel PVC 40x30 Via oblig. peatones;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0300P;Cartel PVC 21x29 VIA OBLIGATORIA PARA PEATONES;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
301;Cartel PVC 40x30 Oblig. Protector;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0301P;Cartel PVC 21x29 USO OBLIGATORIO DE PROTECTOR;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
302;Cartel PVC 40x30 Proh. paso a peatones;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0302P;Cartel PVC 21x29 PROHIBIDO PASAR A LOS PEATONES;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
303;Cartel PVC 40x30 Rampa personal autor.;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0303B;Cartel PVC 21x29 USO OBLIGATORIO PROTECTOR;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
